id,tweet,processed_tweet,emotion
5060,"""\""Tuitioteces de Javier Corripio @jgcorripio.\\n\\nPasaporte de vacunación como los nazis con los judíos. https://t.co/KSnZG7YCka\""""",vacunación nazi judío,angry
5061,"""\""1. Se cree dueño de la verdad indicando que el virus se acaba en el 2022 y justo en el verano (ahora es vidente), como artífice de su agenda macabra sabe cuándo le pondrán fin. \\n2. No es médico y está al mando de la pandemia, cuando se convirtió en salvador del mundo. https://t.co/V3MXJsLASz\""""",creer dueño verdad indicar virus acabar justo verano ahora ser vidente artífice agenda macabro saber cuándo poner fin no ser médico mando pandemia convertir salvador mundo,angry
5062,que sólo recibe un descanso en su 401k si retira después de que el proyecto de ley no pasa antes de coronavirus comenzado putos cosas hace meses,sólo recibir descanso si retirar después proyecto ley no pasar coronavirus comenzado puto cosa hacer mes,angry
5063,"""\""Compra de ANTIOQUIA - INSTITUCION EDUCATIVA HERNAN VILLA BAENA - BELLO por COP$ 12.480.300 #covid\\nEnlace: https://t.co/GOsDFmYvZQ\""""",compra educativa villa bello covid,not-relevant
5064,Dios te bendiga y sus hijos oraremos por usted lucha lucha tenemos que terminar coronavirus a cualquier precio que nos está terminando de guardar cada vida es importante para usted,dios bendecir hijo oracer usted luchar lucha tener terminar coronavirus cualquiera precio terminar guardar cada vida ser importante usted,happy
5065,"""\""El Comercio Justo ante la incertidumbre por la pandemia https://t.co/qiNc0kdKab a través de @elsaltodiario\""""",comercio justo incertidumbre pandemia través,not-relevant
5066,yo a la vida cuando Ramazan y bloqueo golpean juntos,vida bloqueo golpear junto,happy
5067,podría ser cjp le pedirá desde el gobierno federal que si la corona se expone especialmente en wef de lunes a viernes y permanecerá en el campo el sábado y domingo,poder ser pedir gobierno federal si corona exponer especialmente lunes viernes permanecer campo sábado domingo,happy
5068,tener un niño de 4 años con apnea del sueño es lo más aterrador y ahora su funcionamiento va a ser cancelada la próxima semana,tener niño año apnea sueño ser aterrador ahora funcionamiento ir ser cancelar próximo semana,fear
5069,"""\""!Asco, es lo que me producen! https://t.co/8sCUHEeylb\""""",asco ser producir,angry
5070,"sí me mudé hace más de tres semanas mal momento por el coronavirus, aunque",mudar hacer tres semana mal momento coronavirus aunque,fear
5071,"""\""¿¿¿ POR QUE GUARDAR VACUNAS, POR QUE NO SATURAR A LA SOCIEDAD DE VACUNAS CONTRA EL COVID ???\\n\\n AHHH PERO MACRI... https://t.co/xBOyzJU1cC\""""",guardar vacuna no saturar sociedad vacuna covid ah,angry
5072,lo que es un proyecto en el tiempo de corona este detectará la mascarilla correctamente y vigilar que no se puede engañar con la cámara,ser proyecto tiempo corona detectar mascarilla correctamente vigilar no poder engañar cámara,happy
5073,"""\""📊#datos #DíaADía #coronavirus #Radiografía del coronavirus en Euskadi: casos por edades, pueblos y sexo \\n\\nhttps://t.co/G0KBNhIGUq \\n\\n#COVID19 #Covid_19 #COVID\""""",dato coronavirus radiografía coronavirus caso edad pueblo sexo covid covid covid,not-relevant
5074,todo está mr Krk temporal que está en la lista de resultados de la corona virus se sigue haciendo sus deberes en silencio por atacar que backhand_index_pointing_up thinking_face face_with_rolling_eyes face_with_rolling_eyes,temporal lista resultado corona virus seguir hacer deber silencio atacar,fear
5075,"cientos de trabajadores en Pune con la marca # शोकदिवस & # आक्रोशदिवस luto los que han sido sacrificados en el altar de un bloqueo enferma planificada, sino también el fortalecimiento de la resolución de resistir a la dilución de las leyes laborales por el régimen actual / jfwyplj2hn",ciento trabajador pune marca luto haber ser sacrificar altar bloqueo enfermo planificado sino fortalecimiento resolución resistir dilución ley laboral régimen actual,sad
5076,"esto no es un momento para bromas, pero alguien llamó a los coronavirus del “waylayer Wuhan” y no pude evitar reírme",no ser momento broma alguien llamar coronavirus no poder evitar reir,angry
5077,¿Qué pienso de personas que están haciendo caso omiso de las advertencias y las reuniones en bares y restaurantes que estaré bien y sólo los llaman irresponsable por desgracia basa en todo lo que sabe que es el tipo fatal de la irresponsabilidad del nuevo coronavirus y covid 19 no son ninguna broma,pensar persona hacer caso omiso advertencia reunión bar restaurante bien sólo llamar irresponsable desgracia basar saber ser tipo fatal irresponsabilidad nuevo coronavirus covid no ser ninguno broma,fear
5078,"""\""La verdad he estado algo mal esta última semana. Supongo que es porque no ha habido entrenamiento.  Ansío entrenar con normalidad, ojalá acabe pronto esta pandemia.\""""",verdad haber mal último semana suponer ser no haber haber entrenamiento anseír entrenar normalidad ojalá acabar pronto pandemia,sad
5079,si no nombramos el virus de la corona de la gente sólo piensa que es sólo una mala temporada de gripe,si no nombrar virus corona gente sólo pensar ser sólo malo temporada gripe,fear
5080,wajid Khan el popular director musical de Bollywood del dúo wajid Sajid falleció hoy a la edad de 43 que sufría de covid 19,popular director musical dúo fallecer hoy edad sufrir covid,sad
5081,"""\""El Ayuntamiento de Valencia apuesta por la digitalización y logra que 2.500 empleados teletrabajen en plena pandemia https://t.co/sckhREPrDi\""""",ayuntamiento valencia apostar digitalización lograr empleado pleno pandemia,happy
5082,"""\""Mantén una distancia segura #covid #18deseosemilio\""""",mantener distancia seguro covid,not-relevant
5083,"""\""Créeme chabon... https://t.co/yAFbSFPl90\""""",crear,not-relevant
5084,"""\""📽 VÍDEO | \\\""Tienen anticuerpos, pero vergüenza ninguna\\\"": la canción protesta de 'Los Morancos' tras un año de pandemia https://t.co/q5BWVVaEG0\""""",vídeo tener anticuerpo vergüenza ninguno canción protesta tras año pandemia,angry
5085,nuevo puesto sigue el enlace proporcionado Tepper David preocupado por coronavirus nos necesita ayuda fiscal,nuevo puesto seguir enlace proporcionado preocupado coronavirus necesitar ayuda fiscal,fear
5086,"""\""Así son los malditos mamertos, te parten las piernas para que agradezcas por las muletas que te dan gratis, así es el cacas @petrogustavo https://t.co/7TLZmAyeW2\""""",así ser maldito partir pierna agradecer muleta dar gratis así ser cacas,angry
5087,[Video] coronavirus del 70 al 80% de la producción de flores holandés destruida,video coronavirus producción flor holandés destruido,angry
5088,abril mayo edición de # लोक_कल्याण_सेतु destacados consejos fáciles para evitar que las medidas de corona para deshacerse de los malos efectos de los beneficios de eclipse de la meditación en el ídolo de formas simples sadguru para mantenerse saludable el festival de ganar la devoción n sabiduría Guru Purnima pic Twitter com / 1pl9mose9z,abril mayo edición destacado consejo fácil evitar medida corona deshacer malo efecto beneficio eclipse meditación ídolo forma simple mantener saludable festival ganar devoción sabiduría pl,happy
5089,"""\""Por favor, que alguien me explique esto de que sobran vacunas y se las ponen los listos de siempre. Lo que pasa en este país es increíble, es una ofensa al sentido común.\""""",favor alguien explicar sobrar vacuna poner listo siempre pasar país ser increíble ser ofensa común,angry
5090,"""Los doctores indios luchan coronavirus con cascos impermeables en medio de la falta de equipo"" gobierno del primer ministro Narendra Modi dijo que la India estaba tratando de conseguir el equipo de protección personal en la mayor a nivel nacional como de Corea del Sur y China para satisfacer la escasez ...",doctor indio luchar coronavirus casco impermeable medio falta equipo gobierno primero ministro decir india tratar conseguir equipo protección personal mayor nivel nacional corea sur china satisfacer escasez,sad
5091,"polluelo a mi lado en clase de spinning pidió ayuda para poner la comida en el clip y de inmediato me van a ayudar a agarrándose el pie y se va “no se preocupe no tengo coronavirus” como gracias tio Estoy bastante seguro de que no puedo contagiarse de su pie, pero maldita cool cool",polluelo lado clase pedir ayuda poner comida clip inmediato ir ayudar agarrar pie ir preocupar no tener gracia bastante seguro no poder contagiar pie maldito col col,angry
5092,17 días en confinamiento solitario,día confinamiento solitario,happy
5093,"desde nuestra perspectiva, él está en otro nivel en el que nadie puede sobresalir él en esta situación de pandemia de él es ""el hombre india"" sus Speeks de trabajo, más que sus palabras gran saludo",perspectiva nivel nadie poder sobresalir situación pandemia ser hombre indio trabajo palabra gran saludo,happy
5094,"""\""Los cinco tipos de consumidor que nos deja la pandemia en un gráfico: https://t.co/WalElkuuB5 https://t.co/OVcQbogACV\""""",cinco tipo consumidor dejar pandemia gráfico,not-relevant
5095,"""\""Que dice @saludand que no hay desabastecimiento pero que se \\\""han reconducido las dosis pendientes por la alta demanda\\\"". Hoy va la cosa de versiones contradictorias. https://t.co/r9OyQpIMnW\""""",decir no haber desabastecimiento haber reconducir dosis pendiente alto demanda hoy ir cosa versión contradictorio,angry
5096,"""\""Si eres mujer, padeces #psoriasis y tienes planes de embarazo en el contexto actual de la pandemia por la #COVID19, no debes perderte mañana este vídeo de la Dra. @MarLlamasVelasc #CuidaTuPielEnCasa https://t.co/vj2z1IN7tJ\""""",si ser mujer padecer tener plan embarazo contexto actual pandemia covid no deber perder mañana vídeo,not-relevant
5097,"""\""Crecimiento de Netflix menor ante aligeramiento de pandemia https://t.co/fg56OAL6QG\""""",crecimiento menor aligeramiento pandemia,not-relevant
5098,la matanza más grande vendrá cuando un microbio muy surge de las cenizas de todas nuestras botellas vacías Purell,matanza grande venir microbio mucho surgir ceniza botella vacío,angry
5099,me siento compasión de mí pensé acept mis condolencias por el fallecimiento de la madre ur hermana de padre y hermano de hacerlo a la incapacidad de ur GVT sin visión de proveer para ellos en el bloqueo covid 19,sentir compasión pensar condolencia fallecimiento madre hermana padre hermano hacer incapacidad visión proveer bloqueo covid,sad
5100,¿por qué son las aplicaciones que no se completaron en su totalidad en línea o por las líneas telefónicas podría estar extendiéndose en un momento crítico,ser aplicación no completar totalidad línea línea telefónico poder extender momento crítico,angry
5101,"""\""#IglesiaMundo La caridad del Papa para los enfermos de Covid en Colombia - Vatican News https://t.co/jhW6neiY4w\""""",caridad papa enfermo covid,not-relevant
5102,Estoy eternamente agradecido a los coronavirus para el cierre de mi escuela,eternamente agradecido coronavirus cierre escuela,angry
5103,"""\""Europa y EU suspende aplicación de vacuna J&amp;J por posibles casos de coagulación sanguínea https://t.co/2kg4VqNtxW #Tampico\""""",suspender aplicación vacuna posible caso coagulación sanguíneo,sad
5104,"señor juramento nos dicen ""primero no hacer daño al paciente"" u parece ab muy bien leer cómo esta corona está extendiendo así que si no se dé por PPE para el personal de los pacientes corona manejo de personal médico VL se infectan y sin saberlo, la cada paciente, que VL vienen en contacto con vl b infectados",señor juramento decir primero no hacer daño paciente u parecer mucho bien leer cómo corona extender así si no dar pe personal paciente corona manejo personal médico infectar saber cada paciente venir contacto infectado,sad
5105,"""\""Enhorabuena Ricardo. Bendiciones y a seguir con su gran labor periodista. Vamos juntos a seguir trabajando por nuestro México cada uno en nuestra trinchera https://t.co/UftWPvyvwh\""""",enhorabuena bendición seguir gran labor periodista ir junto seguir trabajar cada trinchera,happy
